neighbourhood_cleansed,price
North Lawndale,55.0
Logan Square,38.0
Kenwood,155.0
West Town,244.0
Ohare,145.0
Hyde Park,104.0
Armour Square,317.0
Near North Side,147.0
Near North Side,155.0
Lake View,243.0
Near West Side,279.0
Bridgeport,33.0
Bridgeport,33.0
Bridgeport,33.0
Near North Side,275.0
Near North Side,275.0
Rogers Park,88.0
Irving Park,128.0
West Town,121.0
Austin,135.0
New City,44.0
Irving Park,130.0
Portage Park,59.0
Near South Side,134.0
Armour Square,23.0
Armour Square,23.0
Armour Square,23.0
West Town,134.0
Armour Square,23.0
Armour Square,24.0
Armour Square,25.0
Mckinley Park,23.0
Brighton Park,23.0
Brighton Park,32.0
Brighton Park,25.0
Brighton Park,23.0
Bridgeport,27.0
Loop,144.0
Irving Park,105.0
Loop,399.0
Loop,319.0
Loop,319.0
Loop,319.0
Loop,319.0
Loop,319.0
Loop,399.0
Loop,319.0
Logan Square,181.0
North Center,97.0
Near North Side,100.0
Armour Square,231.0
Rogers Park,60.0
Logan Square,68.0
Near West Side,100.0
Lake View,104.0
Lower West Side,82.0
Albany Park,59.0
Portage Park,110.0
Englewood,76.0
Logan Square,310.0
Hyde Park,150.0
Albany Park,111.0
Uptown,67.0
Lake View,153.0
Avondale,180.0
Greater Grand Crossing,186.0
Douglas,104.0
West Town,328.0
Near North Side,147.0
West Ridge,49.0
Avondale,35.0
Uptown,101.0
Portage Park,38.0
Uptown,72.0
Portage Park,38.0
Portage Park,38.0
Woodlawn,233.0
Albany Park,129.0
Avondale,132.0
Edgewater,119.0
Near North Side,93.0
Edgewater,109.0
West Town,80.0
Englewood,80.0
Near North Side,211.0
Humboldt Park,82.0
Loop,273.0
Logan Square,98.0
Armour Square,27.0
Bridgeport,35.0
Douglas,83.0
Near North Side,85.0
Douglas,83.0
Douglas,76.0
Douglas,76.0
Logan Square,129.0
Logan Square,138.0
Lincoln Park,175.0
Lincoln Park,204.0
Woodlawn,169.0
Woodlawn,115.0
Woodlawn,115.0
Woodlawn,125.0
Woodlawn,115.0
Woodlawn,115.0
Woodlawn,115.0
Woodlawn,115.0
Woodlawn,169.0
Woodlawn,115.0
Woodlawn,115.0
Woodlawn,125.0
Woodlawn,115.0
Woodlawn,169.0
Woodlawn,115.0
Woodlawn,115.0
Woodlawn,115.0
Woodlawn,169.0
Woodlawn,115.0
Woodlawn,115.0
Woodlawn,125.0
Woodlawn,115.0
Douglas,75.0
Douglas,75.0
Douglas,313.0
Douglas,83.0
Douglas,83.0
Douglas,104.0
Douglas,260.0
Douglas,75.0
Douglas,116.0
Douglas,250.0
Near South Side,102.0
North Park,75.0
West Town,388.0
Loop,100.0
West Town,447.0
Uptown,67.0
Bridgeport,32.0
Lincoln Square,68.0
Lake View,99.0
Edgewater,132.0
Bridgeport,29.0
Logan Square,59.0
Hyde Park,108.0
South Lawndale,90.0
Near North Side,317.0
Near North Side,113.0
Uptown,55.0
Lincoln Park,369.0
Edgewater,69.0
Loop,2715.0
West Ridge,154.0
Woodlawn,125.0
Lincoln Square,106.0
Lincoln Square,103.0
Near North Side,135.0
North Park,286.0
Hyde Park,60.0
Hyde Park,60.0
Woodlawn,34.0
Logan Square,120.0
Loop,99.0
Lower West Side,798.0
Woodlawn,35.0
Loop,125.0
Woodlawn,95.0
Norwood Park,52.0
Dunning,78.0
Near West Side,196.0
Woodlawn,35.0
Logan Square,121.0
Portage Park,64.0
Lake View,474.0
Near North Side,445.0
Near North Side,455.0
Near North Side,455.0
West Town,152.0
Near West Side,107.0
Kenwood,268.0
Grand Boulevard,74.0
Lake View,141.0
Kenwood,100.0
Kenwood,150.0
South Shore,107.0
Lincoln Square,161.0
Lake View,205.0
Near West Side,195.0
Lower West Side,218.0
Bridgeport,274.0
Loop,105.0
Lincoln Park,485.0
Near North Side,1760.0
Near North Side,8500.0
Grand Boulevard,290.0
Roseland,198.0
Lake View,105.0
Lake View,114.0
Lower West Side,194.0
Uptown,65.0
Lake View,90.0
Loop,104.0
Near South Side,96.0
West Town,115.0
Logan Square,59.0
North Lawndale,50.0
Lower West Side,180.0
Lower West Side,190.0
Logan Square,93.0
Lake View,173.0
Near North Side,150.0
Near North Side,599.0
Near North Side,150.0
Near North Side,299.0
Near North Side,449.0
Beverly,138.0
Humboldt Park,145.0
North Center,141.0
West Town,183.0
Irving Park,95.0
Lake View,175.0
Dunning,125.0
Near West Side,181.0
Near West Side,196.0
Near West Side,212.0
Humboldt Park,80.0
Near North Side,999.0
Near North Side,799.0
Near North Side,799.0
Near North Side,799.0
Near North Side,799.0
Near North Side,799.0
Lake View,63.0
Grand Boulevard,279.0
Lake View,59.0
Grand Boulevard,175.0
Greater Grand Crossing,80.0
West Town,281.0
Grand Boulevard,172.0
Lake View,138.0
Near North Side,150.0
Lincoln Park,333.0
Rogers Park,78.0
Uptown,69.0
Oakland,105.0
Albany Park,62.0
Washington Park,45.0
West Town,263.0
Chicago Lawn,98.0
Irving Park,100.0
South Shore,117.0
West Ridge,196.0
Hyde Park,24.0
Near West Side,80.0
West Town,122.0
Avondale,90.0
Portage Park,75.0
Near West Side,227.0
Near West Side,227.0
Near West Side,410.0
Near West Side,227.0
Near West Side,214.0
Near West Side,215.0
Near West Side,255.0
West Town,362.0
Logan Square,197.0
Washington Park,90.0
West Lawn,89.0
Near North Side,76.0
Near North Side,110.0
Loop,112.0
Near North Side,122.0
Loop,450.0
Lincoln Park,90.0
Rogers Park,121.0
West Town,147.0
Near North Side,361.0
Lake View,47.0
Near North Side,150.0
Roseland,204.0
Near North Side,120.0
Logan Square,107.0
Lake View,212.0
West Town,84.0
Uptown,104.0
South Deering,76.0
Uptown,62.0
South Lawndale,129.0
Uptown,59.0
Uptown,57.0
Englewood,25.0
West Town,383.0
Lake View,298.0
Near North Side,250.0
Near North Side,865.0
Calumet Heights,149.0
Near North Side,249.0
Near North Side,139.0
Near North Side,124.0
Lincoln Park,464.0
Near North Side,250.0
West Town,111.0
Lincoln Park,236.0
Lincoln Park,363.0
Lower West Side,156.0
Lincoln Park,387.0
Lincoln Park,410.0
West Ridge,85.0
Uptown,189.0
Lincoln Park,99.0
Irving Park,152.0
South Shore,195.0
Norwood Park,80.0
West Town,122.0
Near North Side,122.0
Bridgeport,40.0
West Town,171.0
Lincoln Park,80.0
Near West Side,92.0
Ohare,133.0
Logan Square,69.0
South Deering,76.0
Loop,160.0
Near South Side,182.0
Near South Side,182.0
Near South Side,136.0
Loop,160.0
Austin,291.0
West Town,145.0
Lake View,162.0
West Town,561.0
Washington Park,45.0
Washington Park,45.0
Washington Park,160.0
Washington Park,260.0
Woodlawn,170.0
Woodlawn,81.0
Loop,148.0
Humboldt Park,59.0
Bridgeport,35.0
West Town,150.0
Lincoln Park,214.0
Logan Square,75.0
Uptown,175.0
Brighton Park,165.0
East Garfield Park,255.0
Near North Side,116.0
Near North Side,120.0
Near West Side,364.0
Near North Side,1149.0
West Town,43.0
Near North Side,223.0
Near North Side,118.0
Near North Side,411.0
Near North Side,395.0
Logan Square,68.0
Kenwood,85.0
Lincoln Square,100.0
Near North Side,128.0
North Lawndale,70.0
North Lawndale,230.0
Uptown,111.0
West Town,98.0
Lincoln Park,529.0
Near North Side,127.0
Near North Side,1149.0
Near North Side,118.0
Avondale,87.0
Douglas,125.0
North Center,140.0
Woodlawn,421.0
Woodlawn,100.0
West Ridge,92.0
Albany Park,45.0
Near North Side,173.0
Near West Side,150.0
West Town,109.0
Uptown,65.0
Dunning,102.0
Near South Side,194.0
Near North Side,245.0
Logan Square,452.0
Uptown,126.0
Fuller Park,120.0
Lower West Side,29.0
South Lawndale,74.0
East Garfield Park,228.0
West Town,108.0
West Town,91.0
West Town,87.0
West Town,86.0
Logan Square,99.0
West Town,132.0
West Town,88.0
West Town,106.0
Lincoln Park,44.0
Lincoln Park,59.0
Lincoln Square,150.0
Humboldt Park,45.0
Lake View,97.0
West Town,81.0
Loop,335.0
West Town,145.0
Woodlawn,75.0
Near North Side,699.0
Near North Side,934.0
Loop,689.0
Woodlawn,125.0
South Shore,143.0
Near West Side,673.0
Lake View,69.0
Lake View,58.0
Brighton Park,56.0
Lincoln Park,249.0
Near West Side,250.0
Avondale,59.0
West Town,84.0
Avondale,56.0
Logan Square,139.0
West Englewood,129.0
Near West Side,315.0
West Englewood,120.0
Woodlawn,86.0
Woodlawn,120.0
Irving Park,60.0
Loop,278.0
Lincoln Square,72.0
East Garfield Park,150.0
Humboldt Park,58.0
Near North Side,945.0
Near West Side,95.0
Hyde Park,60.0
Hyde Park,60.0
Hyde Park,56.0
Hyde Park,56.0
Near South Side,248.0
West Town,211.0
Lake View,116.0
Logan Square,131.0
Hyde Park,60.0
Loop,436.0
Bridgeport,105.0
Lincoln Park,107.0
South Shore,110.0
Portage Park,89.0
Hyde Park,56.0
Hyde Park,64.0
Hyde Park,60.0
Edgewater,110.0
North Lawndale,152.0
Lincoln Park,279.0
Lincoln Park,118.0
Near West Side,364.0
Near West Side,401.0
Logan Square,337.0
West Town,79.0
West Town,353.0
Pullman,150.0
Douglas,855.0
Near North Side,225.0
Hermosa,129.0
Woodlawn,95.0
Near West Side,70.0
Near South Side,112.0
Near South Side,156.0
Albany Park,125.0
Logan Square,144.0
Near North Side,139.0
Near North Side,138.0
West Garfield Park,139.0
Near South Side,156.0
Near South Side,102.0
West Town,192.0
Loop,454.0
Douglas,50.0
Lake View,58.0
Uptown,67.0
South Chicago,25.0
South Chicago,25.0
South Chicago,25.0
Bridgeport,100.0
Woodlawn,83.0
Brighton Park,63.0
Brighton Park,143.0
Chatham,119.0
Grand Boulevard,101.0
Near South Side,108.0
Albany Park,45.0
East Garfield Park,170.0
Near North Side,1152.0
Near West Side,18.0
Lake View,420.0
Loop,70.0
Armour Square,112.0
Lincoln Square,155.0
Logan Square,104.0
Uptown,60.0
West Town,70.0
West Town,79.0
Hyde Park,60.0
Lake View,74.0
Near North Side,149.0
Lake View,66.0
Lake View,182.0
Lincoln Park,100.0
West Town,99.0
Logan Square,99.0
Washington Park,48.0
Logan Square,171.0
West Town,121.0
West Town,67.0
Portage Park,42.0
Loop,324.0
Lincoln Park,87.0
Near South Side,125.0
Uptown,60.0
Grand Boulevard,50.0
Humboldt Park,444.0
Norwood Park,126.0
Bridgeport,138.0
Near North Side,999.0
Near North Side,2667.0
Lake View,471.0
Portage Park,385.0
Near North Side,799.0
Near North Side,799.0
Near North Side,799.0
Near North Side,999.0
Near North Side,999.0
Near North Side,999.0
Near North Side,999.0
Near North Side,999.0
West Ridge,78.0
Near North Side,999.0
Near North Side,999.0
Near North Side,999.0
Grand Boulevard,166.0
Near North Side,999.0
Near North Side,999.0
Near North Side,999.0
Near North Side,999.0
Near North Side,999.0
Edgewater,145.0
Loop,772.0
Lake View,112.0
West Ridge,91.0
Near North Side,74.0
Near North Side,80.0
Near North Side,133.0
Near North Side,87.0
Near North Side,197.0
Near North Side,74.0
Near North Side,86.0
Near North Side,292.0
Near North Side,87.0
Near North Side,389.0
Logan Square,139.0
Near West Side,117.0
Loop,1567.0
Near South Side,110.0
Near West Side,142.0
Near North Side,95.0
Lake View,88.0
Uptown,71.0
Uptown,61.0
Uptown,75.0
Washington Heights,81.0
Douglas,80.0
Douglas,70.0
Douglas,60.0
Austin,225.0
Hyde Park,493.0
Dunning,196.0
South Shore,35.0
West Town,62.0
West Town,113.0
Near South Side,118.0
Near North Side,95.0
Irving Park,168.0
Kenwood,169.0
Near West Side,256.0
Loop,331.0
Kenwood,125.0
Kenwood,125.0
Kenwood,100.0
Near South Side,136.0
Near South Side,156.0
Edgewater,178.0
Loop,155.0
East Garfield Park,50.0
West Ridge,250.0
West Town,137.0
West Town,238.0
Lake View,66.0
West Town,197.0
Near North Side,86.0
Rogers Park,60.0
Near South Side,152.0
South Shore,38.0
Logan Square,69.0
Logan Square,94.0
Logan Square,81.0
Near North Side,421.0
Albany Park,92.0
Lake View,141.0
Uptown,221.0
West Town,106.0
Near North Side,145.0
Loop,121.0
Beverly,101.0
Albany Park,400.0
Lincoln Park,123.0
Logan Square,78.0
Near North Side,105.0
Lake View,159.0
Hyde Park,70.0
Near North Side,123.0
Lower West Side,29.0
Lower West Side,23.0
Jefferson Park,74.0
Lower West Side,32.0
Lower West Side,27.0
Lower West Side,27.0
Near North Side,999.0
Near North Side,999.0
Logan Square,145.0
Bridgeport,35.0
Bridgeport,31.0
Bridgeport,32.0
Bridgeport,34.0
Bridgeport,28.0
Irving Park,105.0
South Lawndale,175.0
Near South Side,121.0
Near West Side,113.0
Near West Side,111.0
Near West Side,117.0
Grand Boulevard,154.0
Portage Park,91.0
Edgewater,179.0
Dunning,305.0
West Town,144.0
Rogers Park,131.0
West Town,108.0
Rogers Park,65.0
North Center,99.0
Rogers Park,125.0
Near North Side,256.0
West Town,78.0
Hyde Park,60.0
Kenwood,65.0
Kenwood,60.0
Hyde Park,101.0
Hyde Park,65.0
Kenwood,56.0
Logan Square,92.0
Near West Side,46.0
Near West Side,744.0
Near West Side,562.0
Near West Side,564.0
Edgewater,64.0
West Town,85.0
Avondale,375.0
Uptown,152.0
Logan Square,159.0
West Town,87.0
Kenwood,169.0
Near North Side,121.0
Chicago Lawn,230.0
Bridgeport,95.0
Kenwood,125.0
Hyde Park,79.0
South Shore,80.0
Hyde Park,58.0
Hyde Park,67.0
Hyde Park,56.0
Hyde Park,56.0
North Center,102.0
Austin,240.0
Uptown,80.0
Lake View,111.0
Logan Square,170.0
West Garfield Park,91.0
Grand Boulevard,95.0
West Town,348.0
Edgewater,156.0
West Town,115.0
Lincoln Square,168.0
Edgewater,92.0
Near North Side,120.0
Chatham,244.0
Lower West Side,32.0
West Town,276.0
Near North Side,64.0
Lincoln Park,231.0
Near North Side,64.0
Near North Side,64.0
Near North Side,64.0
Near North Side,64.0
Near North Side,64.0
Uptown,51.0
Albany Park,42.0
Lower West Side,170.0
Brighton Park,169.0
Hyde Park,71.0
Hyde Park,94.0
Hyde Park,69.0
Hyde Park,141.0
Hyde Park,60.0
Near West Side,142.0
Hyde Park,150.0
Hyde Park,144.0
Avondale,180.0
Logan Square,160.0
Logan Square,65.0
Logan Square,250.0
Albany Park,67.0
Lincoln Square,170.0
Albany Park,293.0
West Town,900.0
West Ridge,75.0
Near North Side,411.0
Lower West Side,38.0
West Town,66.0
Near West Side,167.0
Near West Side,121.0
Near West Side,121.0
Near West Side,138.0
West Town,176.0
Near West Side,341.0
Douglas,86.0
Woodlawn,85.0
Humboldt Park,179.0
Near North Side,117.0
Humboldt Park,200.0
West Town,124.0
West Town,105.0
West Town,90.0
West Town,249.0
Loop,98.0
Lake View,124.0
West Town,90.0
West Town,90.0
Englewood,162.0
West Town,293.0
West Ridge,112.0
Lake View,100.0
Grand Boulevard,181.0
Near South Side,177.0
Near West Side,109.0
Near West Side,111.0
Near North Side,89.0
West Town,185.0
Logan Square,90.0
Logan Square,91.0
Logan Square,126.0
Loop,306.0
Logan Square,99.0
Irving Park,242.0
Woodlawn,91.0
Albany Park,102.0
Hermosa,203.0
Logan Square,89.0
Near West Side,117.0
Woodlawn,195.0
Albany Park,105.0
South Deering,55.0
Edgewater,189.0
Loop,120.0
Loop,111.0
Loop,102.0
Loop,102.0
Loop,111.0
Loop,174.0
Lake View,82.0
Lower West Side,136.0
Near West Side,358.0
Loop,120.0
Loop,174.0
Loop,111.0
West Town,814.0
Near West Side,171.0
Near West Side,222.0
West Town,44.0
Logan Square,65.0
Logan Square,63.0
Edgewater,46.0
Bridgeport,55.0
Chatham,73.0
Lower West Side,170.0
Grand Boulevard,132.0
Woodlawn,127.0
Montclare,109.0
Near North Side,87.0
Near North Side,78.0
Near North Side,155.0
Near South Side,143.0
Near South Side,350.0
Woodlawn,122.0
West Town,223.0
Near West Side,170.0
Near West Side,146.0
Near North Side,135.0
Near South Side,156.0
Near South Side,125.0
Near South Side,152.0
Kenwood,125.0
Logan Square,180.0
West Town,136.0
Near West Side,88.0
Near West Side,52.0
Loop,424.0
Near West Side,114.0
Near West Side,93.0
Belmont Cragin,129.0
Near North Side,456.0
Portage Park,314.0
Near North Side,133.0
Ashburn,166.0
Near North Side,176.0
Logan Square,51.0
West Town,69.0
Near North Side,159.0
Lake View,312.0
Lower West Side,225.0
West Town,62.0
Near North Side,139.0
West Town,133.0
East Garfield Park,120.0
West Town,182.0
Bridgeport,94.0
Near West Side,631.0
Near West Side,319.0
Near West Side,463.0
Near West Side,319.0
Near West Side,463.0
Near West Side,631.0
Near West Side,303.0
Near West Side,303.0
Near South Side,186.0
Logan Square,35.0
East Garfield Park,50.0
Near South Side,157.0
West Town,63.0
Humboldt Park,48.0
Near South Side,145.0
Near South Side,149.0
Logan Square,45.0
Logan Square,142.0
Avondale,220.0
Near North Side,310.0
Near North Side,317.0
Near North Side,489.0
Near West Side,115.0
Near West Side,110.0
Near West Side,112.0
Lake View,112.0
Armour Square,74.0
Beverly,748.0
Near West Side,250.0
Washington Park,307.0
Bridgeport,31.0
Loop,637.0
Loop,768.0
Loop,818.0
Near North Side,518.0
Near North Side,778.0
Portage Park,156.0
Near South Side,181.0
West Town,111.0
Rogers Park,100.0
Near West Side,89.0
Rogers Park,100.0
Near North Side,455.0
South Shore,140.0
Hyde Park,71.0
West Town,48.0
Greater Grand Crossing,61.0
West Ridge,120.0
Near North Side,1093.0
Logan Square,100.0
West Town,161.0
West Town,203.0
Near North Side,423.0
Near West Side,115.0
Near West Side,116.0
Near West Side,120.0
Near North Side,245.0
West Lawn,100.0
Near South Side,116.0
West Pullman,159.0
Near South Side,140.0
Armour Square,154.0
Logan Square,117.0
Rogers Park,116.0
Near North Side,89.0
Bridgeport,29.0
Logan Square,60.0
West Town,278.0
Near North Side,90.0
Near North Side,94.0
Near North Side,98.0
Near North Side,86.0
Near North Side,84.0
Near North Side,97.0
Near North Side,99.0
Near North Side,106.0
Lincoln Square,150.0
Jefferson Park,33.0
Near North Side,123.0
Loop,341.0
Grand Boulevard,188.0
North Center,120.0
Logan Square,101.0
Logan Square,89.0
Logan Square,90.0
West Town,45.0
South Shore,77.0
Loop,319.0
Near West Side,324.0
Near North Side,249.0
West Town,228.0
Bridgeport,35.0
Near West Side,114.0
Lake View,62.0
Loop,209.0
Near North Side,654.0
Near North Side,376.0
Near North Side,275.0
Lower West Side,99.0
West Town,120.0
Grand Boulevard,153.0
Near North Side,186.0
Near West Side,116.0
Rogers Park,63.0
Rogers Park,115.0
West Town,114.0
Loop,399.0
Loop,399.0
Near North Side,264.0
Near North Side,148.0
Logan Square,50.0
Logan Square,40.0
Jefferson Park,115.0
Woodlawn,125.0
Forest Glen,90.0
Roseland,169.0
Bridgeport,42.0
Near West Side,502.0
Near North Side,799.0
Loop,685.0
Near North Side,713.0
Near North Side,250.0
West Town,108.0
Hyde Park,26.0
Humboldt Park,462.0
South Chicago,286.0
Lake View,192.0
Armour Square,220.0
Lower West Side,37.0
Near North Side,279.0
Near North Side,285.0
Near North Side,293.0
Lower West Side,30.0
Loop,465.0
Near North Side,701.0
Loop,410.0
West Town,334.0
Near North Side,259.0
Near North Side,631.0
Loop,1030.0
Near North Side,147.0
Edgewater,175.0
Logan Square,55.0
Mckinley Park,29.0
Englewood,250.0
Avondale,110.0
Logan Square,35.0
Logan Square,49.0
Dunning,180.0
Logan Square,60.0
Logan Square,40.0
West Town,116.0
Irving Park,120.0
Armour Square,168.0
Woodlawn,117.0
Lake View,61.0
Logan Square,38.0
Avondale,425.0
Near South Side,308.0
Lower West Side,116.0
Bridgeport,29.0
Near South Side,108.0
Austin,85.0
Near South Side,125.0
Near West Side,118.0
Near North Side,80.0
Near North Side,136.0
Logan Square,55.0
Near West Side,54.0
Near West Side,99.0
West Town,178.0
Lake View,500.0
Uptown,58.0
Near North Side,113.0
Near West Side,82.0
West Town,86.0
Oakland,157.0
Logan Square,94.0
Logan Square,60.0
Logan Square,55.0
Near South Side,102.0
Ashburn,314.0
Avondale,76.0
Near North Side,72.0
Greater Grand Crossing,52.0
Bridgeport,27.0
Greater Grand Crossing,176.0
Near West Side,263.0
Irving Park,85.0
West Town,101.0
South Chicago,89.0
Norwood Park,69.0
Douglas,55.0
Woodlawn,120.0
Humboldt Park,460.0
West Town,249.0
Uptown,57.0
South Shore,183.0
West Ridge,72.0
South Lawndale,44.0
Austin,88.0
North Lawndale,122.0
Near South Side,450.0
Logan Square,43.0
Logan Square,60.0
Near South Side,137.0
West Town,130.0
Austin,110.0
Woodlawn,179.0
Hyde Park,56.0
Hyde Park,60.0
Dunning,170.0
Edgewater,102.0
Near South Side,104.0
Near South Side,103.0
Near South Side,106.0
Hyde Park,73.0
Hyde Park,60.0
Washington Heights,242.0
Woodlawn,131.0
Woodlawn,50.0
Logan Square,38.0
Near North Side,114.0
Near North Side,114.0
Near North Side,134.0
Near North Side,141.0
Bridgeport,199.0
Near West Side,401.0
Loop,341.0
Near North Side,280.0
Lake View,174.0
Lincoln Park,750.0
South Shore,360.0
Grand Boulevard,107.0
Rogers Park,70.0
Logan Square,200.0
Lake View,105.0
Bridgeport,35.0
Mckinley Park,56.0
Near West Side,394.0
Near West Side,369.0
Near West Side,394.0
Near West Side,394.0
Logan Square,50.0
Logan Square,69.0
Near North Side,92.0
West Englewood,23.0
New City,31.0
Belmont Cragin,140.0
Auburn Gresham,160.0
West Town,164.0
Logan Square,120.0
Edgewater,186.0
Logan Square,250.0
Avondale,84.0
Humboldt Park,426.0
Lake View,84.0
West Ridge,50.0
Woodlawn,100.0
Near North Side,294.0
Lake View,50.0
Near North Side,255.0
West Town,363.0
Greater Grand Crossing,176.0
South Shore,200.0
Lincoln Park,129.0
Logan Square,40.0
Logan Square,62.0
Logan Square,50.0
Logan Square,51.0
Lower West Side,79.0
Near North Side,267.0
Near North Side,277.0
Loop,291.0
Near North Side,122.0
Near North Side,398.0
Loop,332.0
Loop,263.0
Lake View,194.0
Near North Side,348.0
Loop,338.0
Loop,318.0
Loop,318.0
West Ridge,94.0
Uptown,68.0
Loop,193.0
Near North Side,182.0
West Town,322.0
Loop,207.0
Loop,325.0
Near West Side,362.0
Near North Side,496.0
Uptown,410.0
Near West Side,274.0
Near North Side,184.0
Near North Side,178.0
Near North Side,150.0
Loop,408.0
Loop,170.0
Loop,221.0
Armour Square,221.0
Near South Side,222.0
Loop,222.0
Near West Side,180.0
Loop,243.0
Near North Side,307.0
Loop,203.0
Near North Side,262.0
Loop,410.0
Loop,279.0
Loop,319.0
Irving Park,80.0
Near North Side,270.0
Near North Side,122.0
Near South Side,392.0
Lake View,165.0
Near North Side,309.0
Logan Square,159.0
Loop,398.0
Logan Square,159.0
Near North Side,525.0
Loop,398.0
Hyde Park,188.0
Near West Side,367.0
Lake View,406.0
Lincoln Park,150.0
Near North Side,194.0
Near North Side,370.0
Near North Side,380.0
Near North Side,241.0
Loop,132.0
Loop,132.0
Near North Side,162.0
Near North Side,157.0
Near North Side,293.0
Near West Side,342.0
West Lawn,332.0
Loop,234.0
Near South Side,287.0
Near South Side,287.0
Loop,274.0
Near North Side,233.0
Loop,229.0
Rogers Park,196.0
Near South Side,477.0
Near North Side,169.0
Near North Side,173.0
Loop,246.0
Near North Side,214.0
Near North Side,334.0
Near North Side,293.0
Near North Side,297.0
Near North Side,255.0
Near West Side,189.0
Near North Side,261.0
Near West Side,241.0
Near West Side,241.0
Near North Side,243.0
Near North Side,285.0
Lake View,157.0
Near North Side,282.0
Near North Side,282.0
Loop,371.0
Washington Heights,181.0
Near West Side,150.0
Near North Side,105.0
Edgewater,34.0
Logan Square,216.0
Logan Square,159.0
Logan Square,159.0
Logan Square,174.0
Logan Square,65.0
Logan Square,40.0
Portage Park,65.0
Lake View,297.0
Albany Park,44.0
West Town,388.0
Lake View,1034.0
Uptown,65.0
New City,26.0
New City,21.0
New City,23.0
Logan Square,160.0
West Town,185.0
Lincoln Park,115.0
Washington Heights,80.0
Clearing,182.0
Near West Side,169.0
Near North Side,133.0
West Town,130.0
Portage Park,67.0
West Ridge,69.0
Armour Square,154.0
Edgewater,89.0
Near West Side,52.0
Austin,120.0
North Center,157.0
Near West Side,163.0
Woodlawn,140.0
Armour Square,200.0
Mckinley Park,34.0
Logan Square,63.0
Near West Side,511.0
Logan Square,95.0
Lincoln Park,375.0
Woodlawn,115.0
Hyde Park,60.0
Hyde Park,56.0
East Garfield Park,101.0
West Ridge,175.0
West Town,63.0
West Town,69.0
West Town,73.0
Grand Boulevard,300.0
West Town,97.0
West Town,92.0
Dunning,260.0
Loop,129.0
Loop,160.0
Avondale,308.0
Mckinley Park,29.0
Austin,150.0
Avondale,90.0
Lake View,99.0
Lake View,99.0
Lake View,99.0
Clearing,48.0
Loop,198.0
Loop,178.0
Loop,178.0
North Lawndale,42.0
Near North Side,128.0
Near North Side,88.0
Near North Side,96.0
Near North Side,337.0
South Shore,90.0
Lower West Side,70.0
Mckinley Park,29.0
West Ridge,275.0
Uptown,300.0
Englewood,104.0
Irving Park,59.0
Near West Side,444.0
Uptown,68.0
Bridgeport,33.0
West Ridge,175.0
Near North Side,88.0
Lincoln Park,135.0
Mckinley Park,29.0
Mckinley Park,29.0
Belmont Cragin,528.0
Portage Park,53.0
Near North Side,303.0
Near North Side,119.0
Beverly,296.0
West Ridge,350.0
Rogers Park,80.0
Grand Boulevard,147.0
West Town,135.0
Woodlawn,73.0
Armour Square,138.0
Lake View,246.0
West Garfield Park,23.0
Loop,150.0
Near West Side,79.0
Logan Square,158.0
Near West Side,100.0
West Town,326.0
Woodlawn,169.0
Lower West Side,205.0
Loop,160.0
Near North Side,676.0
Near North Side,249.0
Lake View,108.0
Lake View,208.0
Rogers Park,99.0
Rogers Park,120.0
Near North Side,249.0
Near North Side,129.0
Near West Side,79.0
Near North Side,85.0
Edgewater,376.0
Irving Park,72.0
Lake View,100.0
West Town,80.0
Lincoln Park,701.0
Hermosa,46.0
Near North Side,161.0
Lower West Side,124.0
New City,21.0
West Ridge,73.0
Avondale,93.0
Uptown,136.0
Kenwood,125.0
Kenwood,125.0
Kenwood,125.0
Kenwood,125.0
Kenwood,125.0
Auburn Gresham,271.0
Bridgeport,170.0
East Garfield Park,200.0
Grand Boulevard,150.0
Near North Side,469.0
Near West Side,179.0
Near North Side,200.0
Near North Side,250.0
Near West Side,946.0
Avondale,60.0
Avondale,172.0
New City,43.0
North Center,188.0
Lincoln Park,407.0
Irving Park,102.0
Hermosa,46.0
Loop,334.0
Near West Side,193.0
Woodlawn,173.0
Near North Side,118.0
Bridgeport,33.0
Bridgeport,33.0
Hermosa,42.0
Logan Square,70.0
Lake View,53.0
Bridgeport,45.0
Lake View,418.0
Near North Side,334.0
New City,21.0
Hyde Park,95.0
Bridgeport,33.0
Bridgeport,35.0
Lake View,239.0
Logan Square,203.0
Portage Park,55.0
Near North Side,88.0
Bridgeport,45.0
Bridgeport,45.0
Bridgeport,45.0
Lake View,60.0
South Lawndale,76.0
North Park,120.0
Near North Side,111.0
Albany Park,308.0
Near North Side,334.0
Irving Park,197.0
West Town,98.0
Rogers Park,98.0
Humboldt Park,130.0
Portage Park,38.0
Portage Park,42.0
Logan Square,116.0
West Town,189.0
Grand Boulevard,138.0
Near North Side,471.0
West Town,68.0
New City,22.0
Humboldt Park,180.0
Near North Side,148.0
Auburn Gresham,246.0
North Center,120.0
Ashburn,166.0
West Town,120.0
Lincoln Square,111.0
Lincoln Square,111.0
Lincoln Square,111.0
Irving Park,125.0
Belmont Cragin,170.0
Near South Side,120.0
Lake View,206.0
Washington Park,184.0
Austin,43.0
Woodlawn,48.0
Woodlawn,100.0
Near North Side,165.0
Logan Square,206.0
Near West Side,350.0
Logan Square,330.0
Greater Grand Crossing,443.0
Near West Side,260.0
Lake View,435.0
Near South Side,334.0
Bridgeport,35.0
West Town,334.0
Loop,334.0
Bridgeport,29.0
